T18,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
752,Sweden,2019,Consumer price index: Food,117.2031,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2000,Consumer price index: General,91.7495,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2005,Consumer price index: General,95.7098,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2010,Consumer price index: General,99.9916,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2015,Consumer price index: General,98.2086,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2017,Consumer price index: General,98.2586,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2018,Consumer price index: General,99.1786,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2019,Consumer price index: General,99.5385,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2000,Consumer price index: Food,92.6517,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2005,Consumer price index: Food,97.7905,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2015,Consumer price index: Food,97.0817,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2017,Consumer price index: Food,97.8653,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2018,Consumer price index: Food,99.0889,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
756,Switzerland,2019,Consumer price index: Food,99.2001,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
760,Syrian Arab Republic,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
760,Syrian Arab Republic,2015,Consumer price index: General,448.8000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
760,Syrian Arab Republic,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
760,Syrian Arab Republic,2015,Consumer price index: Food,512.1000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2015,Consumer price index: General,140.2414,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2017,Consumer price index: General,159.5387,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2018,Consumer price index: General,165.6544,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2019,Consumer price index: General,178.5875,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2015,Consumer price index: Food,146.7873,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2017,Consumer price index: Food,168.5994,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2018,Consumer price index: Food,173.1130,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
762,Tajikistan,2019,Consumer price index: Food,192.1686,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2000,Consumer price index: General,77.3524,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2005,Consumer price index: General,86.5708,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2015,Consumer price index: General,110.3498,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2017,Consumer price index: General,111.2883,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2018,Consumer price index: General,112.4690,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2019,Consumer price index: General,113.2625,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2015,Consumer price index: Food,122.9730,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2017,Consumer price index: Food,124.9498,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2018,Consumer price index: Food,125.4560,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
764,Thailand,2019,Consumer price index: Food,128.3695,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
626,Timor-Leste,2005,Consumer price index: General,74.4115,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
626,Timor-Leste,2010,Consumer price index: General,100.0000,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
626,Timor-Leste,2015,Consumer price index: General,142.7678,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
626,Timor-Leste,2017,Consumer price index: General,141.6417,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
626,Timor-Leste,2018,Consumer price index: General,145.3760,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
626,Timor-Leste,2015,Consumer price index: Food,105.6500,Estimate.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
626,Timor-Leste,2017,Consumer price index: Food,104.3833,Estimate.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2000,Consumer price index: General,74.4945,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2005,Consumer price index: General,84.7342,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2015,Consumer price index: General,111.1798,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2017,Consumer price index: General,111.5032,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2018,Consumer price index: General,112.5377,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2000,Consumer price index: Food,73.8981,Estimate.;Calculated by the UN Statistics Division from national indices.;WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2005,Consumer price index: Food,81.4650,Estimate.;Calculated by the UN Statistics Division from national indices.;WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.;WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2015,Consumer price index: Food,106.5635,Estimate.;Calculated by the UN Statistics Division from national indices.;WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
768,Togo,2017,Consumer price index: Food,105.4029,Estimate.;Calculated by the UN Statistics Division from national indices.;WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
776,Tonga,2000,Consumer price index: General,47.6988,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
776,Tonga,2005,Consumer price index: General,76.7416,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
776,Tonga,2010,Consumer price index: General,100.0000,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
776,Tonga,2015,Consumer price index: General,109.8735,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
776,Tonga,2005,Consumer price index: Food,75.6638,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
776,Tonga,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
776,Tonga,2015,Consumer price index: Food,116.2941,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2000,Consumer price index: General,51.0526,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2005,Consumer price index: General,64.5755,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2010,Consumer price index: General,100.0000,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2015,Consumer price index: General,133.6307,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2017,Consumer price index: General,140.3240,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2018,Consumer price index: General,141.7533,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2005,Consumer price index: Food,39.9096,Estimate.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2010,Consumer price index: Food,100.0000,Estimate.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2015,Consumer price index: Food,170.8782,Estimate.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
780,Trinidad and Tobago,2017,Consumer price index: Food,189.0083,Estimate.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2000,Consumer price index: General,71.7259,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2005,Consumer price index: General,81.5942,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2010,Consumer price index: General,100.0000,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2015,Consumer price index: General,126.7345,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2017,Consumer price index: General,138.4423,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2015,Consumer price index: Food,100.0000,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2017,Consumer price index: Food,108.5083,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2018,Consumer price index: Food,116.3750,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
788,Tunisia,2019,Consumer price index: Food,124.3750,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2000,Consumer price index: General,20.5948,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2005,Consumer price index: General,65.8530,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2010,Consumer price index: General,100.0000,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2015,Consumer price index: General,146.0678,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2017,Consumer price index: General,174.9687,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2018,Consumer price index: General,202.1328,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2019,Consumer price index: General,233.4687,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2000,Consumer price index: Food,19.6348,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2005,Consumer price index: Food,60.1924,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2015,Consumer price index: Food,157.2834,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2017,Consumer price index: Food,187.5161,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2018,Consumer price index: Food,219.8750,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
792,Turkey,2019,Consumer price index: Food,264.5350,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2015,Consumer price index: General,150.7600,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2017,Consumer price index: General,167.9142,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2018,Consumer price index: General,172.3300,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2019,Consumer price index: General,177.2700,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2015,Consumer price index: Food,160.7400,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2017,Consumer price index: Food,186.7808,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2018,Consumer price index: Food,184.5700,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
800,Uganda,2019,Consumer price index: Food,184.1917,Index base: 1 July 2009 - 30 June 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2000,Consumer price index: General,34.8450,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2005,Consumer price index: General,51.2020,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2015,Consumer price index: General,180.4998,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2017,Consumer price index: General,235.2992,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2018,Consumer price index: General,261.0688,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2019,Consumer price index: General,281.9167,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2015,Consumer price index: Food,166.6083,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2017,Consumer price index: Food,204.9000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2018,Consumer price index: Food,227.7750,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
804,Ukraine,2019,Consumer price index: Food,245.9917,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2010,Consumer price index: General,100.0000,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2015,Consumer price index: General,109.3487,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2017,Consumer price index: General,113.3029,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2018,Consumer price index: General,116.7798,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2019,Consumer price index: General,114.5247,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2015,Consumer price index: Food,118.3457,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
784,United Arab Emirates,2017,Consumer price index: Food,120.9743,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2000,Consumer price index: General,81.2824,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2005,Consumer price index: General,87.3506,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2015,Consumer price index: General,111.8661,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2017,Consumer price index: General,115.6227,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2018,Consumer price index: General,118.4396,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2019,Consumer price index: General,120.5576,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2000,Consumer price index: Food,72.6040,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2005,Consumer price index: Food,78.5212,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2015,Consumer price index: Food,109.8192,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2017,Consumer price index: Food,109.5225,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2018,Consumer price index: Food,111.8416,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
826,United Kingdom,2019,Consumer price index: Food,113.3518,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2000,Consumer price index: General,51.7077,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2005,Consumer price index: General,66.3325,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2010,Consumer price index: General,100.0000,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2015,Consumer price index: General,158.0210,Break in the time series.;For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2017,Consumer price index: General,175.0378,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2018,Consumer price index: General,181.1545,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2019,Consumer price index: General,187.4302,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2015,Consumer price index: Food,96.5743,Estimate.;For Tanganyika only.;Index base: December 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
834,United Rep. of Tanzania,2017,Consumer price index: Food,113.2864,Estimate.;For Tanganyika only.;Index base: December 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2000,Consumer price index: General,78.9705,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
840,United States of America,2005,Consumer price index: General,89.5641,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
